10:13A,10:09A,10:07A,10:04A,10:02A,10:00A,9:58A,9:55A,9:54A,9:51A,9:49A,9:47A,9:46A,9:45A
10:33A,10:29A,10:27A,10:24A,10:22A,10:20A,10:18A,10:15A,10:14A,10:11A,10:09A,10:07A,10:06A,10:05A
10:53A,10:49A,10:47A,10:44A,10:42A,10:40A,10:38A,10:35A,10:34A,10:31A,10:29A,10:27A,10:26A,10:25A
11:13A,11:09A,11:07A,11:04A,11:02A,11:00A,10:58A,10:55A,10:54A,10:51A,10:49A,10:47A,10:46A,10:45A
11:33A,11:29A,11:27A,11:24A,11:22A,11:20A,11:18A,11:15A,11:14A,11:11A,11:09A,11:07A,11:06A,11:05A
11:53A,11:49A,11:47A,11:44A,11:42A,11:40A,11:38A,11:35A,11:34A,11:31A,11:29A,11:27A,11:26A,11:25A
12:13P,12:09P,12:07P,12:04P,12:02P,12:00P,11:58A,11:55A,11:54A,11:51A,11:49A,11:47A,11:46A,11:45A
12:33P,12:29P,12:27P,12:24P,12:22P,12:20P,12:18P,12:15P,12:14P,12:11P,12:09P,12:07P,12:06P,12:05P
12:53P,12:49P,12:47P,12:44P,12:42P,12:40P,12:38P,12:35P,12:34P,12:31P,12:29P,12:27P,12:26P,12:25P
1:13P,1:09P,1:07P,1:04P,1:02P,1:00P,12:58P,12:55P,12:54P,12:51P,12:49P,12:47P,12:46P,12:45P
1:33P,1:29P,1:27P,1:24P,1:22P,1:20P,1:18P,1:15P,1:14P,1:11P,1:09P,1:07P,1:06P,1:05P
1:53P,1:49P,1:47P,1:44P,1:42P,1:40P,1:38P,1:35P,1:34P,1:31P,1:29P,1:27P,1:26P,1:25P
2:13P,2:09P,2:07P,2:04P,2:02P,2:00P,1:58P,1:55P,1:54P,1:51P,1:49P,1:47P,1:46P,1:45P
2:33P,2:29P,2:27P,2:24P,2:22P,2:20P,2:18P,2:15P,2:14P,2:11P,2:09P,2:07P,2:06P,2:05P
2:53P,2:49P,2:47P,2:44P,2:42P,2:40P,2:38P,2:35P,2:34P,2:31P,2:29P,2:27P,2:26P,2:25P
3:13P,3:09P,3:07P,3:04P,3:02P,3:00P,2:58P,2:55P,2:54P,2:51P,2:49P,2:47P,2:46P,2:45P
3:33P,3:29P,3:27P,3:24P,3:22P,3:20P,3:18P,3:15P,3:14P,3:11P,3:09P,3:07P,3:06P,3:05P
3:53P,3:49P,3:47P,3:44P,3:42P,3:40P,3:38P,3:35P,3:34P,3:31P,3:29P,3:27P,3:26P,3:25P
4:13P,4:09P,4:07P,4:04P,4:02P,4:00P,3:58P,3:55P,3:54P,3:51P,3:49P,3:47P,3:46P,3:45P
4:33P,4:29P,4:27P,4:24P,4:22P,4:20P,4:18P,4:15P,4:14P,4:11P,4:09P,4:07P,4:06P,4:05P
4:53P,4:49P,4:47P,4:44P,4:42P,4:40P,4:38P,4:35P,4:34P,4:31P,4:29P,4:27P,4:26P,4:25P
5:13P,5:09P,5:07P,5:04P,5:02P,5:00P,4:58P,4:55P,4:54P,4:51P,4:49P,4:47P,4:46P,4:45P
5:33P,5:29P,5:27P,5:24P,5:22P,5:20P,5:18P,5:15P,5:14P,5:11P,5:09P,5:07P,5:06P,5:05P
5:53P,5:49P,5:47P,5:44P,5:42P,5:40P,5:38P,5:35P,5:34P,5:31P,5:29P,5:27P,5:26P,5:25P
6:13P,6:09P,6:07P,6:04P,6:02P,6:00P,5:58P,5:55P,5:54P,5:51P,5:49P,5:47P,5:46P,5:45P
6:33P,6:29P,6:27P,6:24P,6:22P,6:20P,6:18P,6:15P,6:14P,6:11P,6:09P,6:07P,6:06P,6:05P
6:53P,6:49P,6:47P,6:44P,6:42P,6:40P,6:38P,6:35P,6:34P,6:31P,6:29P,6:27P,6:26P,6:25P
7:13P,7:09P,7:07P,7:04P,7:02P,7:00P,6:58P,6:55P,6:54P,6:51P,6:49P,6:47P,6:46P,6:45P
7:33P,7:29P,7:27P,7:24P,7:22P,7:20P,7:18P,7:15P,7:14P,7:11P,7:09P,7:07P,7:06P,7:05P
7:53P,7:49P,7:47P,7:44P,7:42P,7:40P,7:38P,7:35P,7:34P,7:31P,7:29P,7:27P,7:26P,7:25P
8:13P,8:09P,8:07P,8:04P,8:02P,8:00P,7:58P,7:55P,7:54P,7:51P,7:49P,7:47P,7:46P,7:45P
8:33P,8:29P,8:27P,8:24P,8:22P,8:20P,8:18P,8:15P,8:14P,8:11P,8:09P,8:07P,8:06P,8:05P
8:53P,8:49P,8:47P,8:44P,8:42P,8:40P,8:38P,8:35P,8:34P,8:31P,8:29P,8:27P,8:26P,8:25P
9:13P,9:09P,9:07P,9:04P,9:02P,9:00P,8:58P,8:55P,8:54P,8:51P,8:49P,8:47P,8:46P,8:45P
9:33P,9:29P,9:27P,9:24P,9:22P,9:20P,9:18P,9:15P,9:14P,9:11P,9:09P,9:07P,9:06P,9:05P
9:53P,9:49P,9:47P,9:44P,9:42P,9:40P,9:38P,9:35P,9:34P,9:31P,9:29P,9:27P,9:26P,9:25P
10:13P,10:09P,10:07P,10:04P,10:02P,10:00P,9:58P,9:55P,9:54P,9:51P,9:49P,9:47P,9:46P,9:45P
10:33P,10:29P,10:27P,10:24P,10:22P,10:20P,10:18P,10:15P,10:14P,10:11P,10:09P,10:07P,10:06P,10:05P
10:53P,10:49P,10:47P,10:44P,10:42P,10:40P,10:38P,10:35P,10:34P,10:31P,10:29P,10:27P,10:26P,10:25P
11:13P,11:09P,11:07P,11:04P,11:02P,11:00P,10:58P,10:55P,10:54P,10:51P,10:49P,10:47P,10:46P,10:45P
11:33P,11:29P,11:27P,11:24P,11:22P,11:20P,11:18P,11:15P,11:14P,11:11P,11:09P,11:07P,11:06P,11:05P
11:53P,11:49P,11:47P,11:44P,11:42P,11:40P,11:38P,11:35P,11:34P,11:31P,11:29P,11:27P,11:26P,11:25P
00:13A,00:09A,00:07A,00:04A,00:02A,00:00A,11:58P,11:55P,11:54P,11:51P,11:49P,11:47P,11:46P,11:45P
